tensor([[5.8568]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.0759]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1905]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.1712]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6557]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2797]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0009]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8676]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1182]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2401]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1555]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2947]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7754]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9101]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3890]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2018]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9178]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0384]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9755]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.0438]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1959]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.5113]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9511]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2708]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2583]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8581]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8885]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8586]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1410]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8140]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1101]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2465]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5228]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8969]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7933]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1403]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2399]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2180]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.4836]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5188]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2722]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0288]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.6500]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.9157]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3305]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3234]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5249]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9377]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4884]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.5801]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3830]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3337]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0555]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7327]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1785]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3769]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4736]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3742]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9377]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8379]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0987]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9746]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6748]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3006]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9077]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4808]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0296]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4996]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4546]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4139]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3107]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1366]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9625]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6773]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3613]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4829]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3046]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9634]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5666]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5203]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1857]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8879]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7527]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4440]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.4302]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3048]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2100]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1369]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9405]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6289]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9111]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2168]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.5428]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3558]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7808]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.0919]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0119]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8367]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1300]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6659]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2596]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1394]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3957]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5896]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.4731]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1670]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8621]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3167]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8366]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4458]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.3998]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5219]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6193]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1940]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.6332]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7425]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6560]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1836]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9399]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5487]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8871]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5835]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0133]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2484]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1196]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9901]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8712]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4975]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0732]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1909]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3933]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4467]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7277]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3272]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7256]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.5598]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2580]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0331]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7373]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5245]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0245]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2797]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6093]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[0.1535]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6501]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.4593]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5550]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9839]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8562]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0321]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2617]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7580]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.2302]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1701]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4580]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6275]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5142]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9172]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1795]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0091]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1688]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.9816]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1442]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4738]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.5220]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7736]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8524]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9578]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7003]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1213]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9025]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0608]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2121]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.4877]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.2717]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3819]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.8802]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.6295]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.1110]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.1375]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7783]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9698]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4945]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7039]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.9420]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5923]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.1649]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.7286]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3770]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.4723]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.1420]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.2633]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6372]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1990]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.9577]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1241]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5845]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0830]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0016]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0538]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.5809]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.7572]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.8244]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4848]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.0897]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.6785]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8554]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.1550]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0738]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.7281]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.3309]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[2.7384]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.2725]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.5303]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.7465]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3596]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6961]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.6024]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.8110]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.4079]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[4.3332]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.1755]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0112]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[3.3655]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.0614]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[1.7384]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.4560]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[6.0069]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[5.6666]], device='cuda:0', grad_fn=<SumBackward1>)
tensor([[ 1.9770],
        [ 4.4293],
        [ 6.7059],
        [ 4.4667],
        [ 5.8600],
        [ 4.3458],
        [ 3.1681],
        [ 4.9894],
        [ 5.5557],
        [ 4.6452],
        [ 2.5979],
        [ 5.6155],
        [ 4.2561],
        [ 5.2718],
        [ 4.4057],
        [ 4.9463],
        [ 6.4532],
        [ 4.3748],
        [ 6.0816],
        [ 3.5823],
        [ 4.3129],
        [ 5.4837],
        [ 5.7293],
        [ 6.8453],
        [ 3.1507],
        [ 5.4343],
        [ 4.9963],
        [ 6.6298],
        [ 6.1510],
        [ 3.5855],
        [ 3.9372],
        [ 3.2181],
        [ 3.0690],
        [ 5.8345],
        [ 3.3351],
        [ 5.2830],
        [ 4.5040],
        [ 4.0181],
        [ 2.8676],
        [ 3.6644],
        [ 5.1903],
        [ 5.9394],
        [ 3.9959],
        [ 2.9407],
        [ 2.8226],
        [ 5.1484],
        [ 6.7450],
        [ 5.6844],
        [ 4.6406],
        [ 5.9596],
        [ 5.6930],
        [ 5.7083],
        [ 6.1079],
        [ 5.3091],
        [ 5.5040],
        [ 4.0900],
        [ 2.9139],
        [ 5.7273],
        [ 4.9108],
        [ 6.2376],
        [ 4.6577],
        [ 4.7557],
        [ 2.6270],
        [ 6.0202],
        [ 2.8371],
        [ 6.1820],
        [ 4.5855],
        [ 4.1044],
        [ 4.1498],
        [ 3.8352],
        [ 5.6383],
        [ 6.4868],
        [ 6.1393],
        [ 5.5087],
        [ 3.1357],
        [ 5.6543],
        [ 5.1860],
        [ 1.5967],
        [ 4.2641],
        [ 6.7735],
        [ 5.4192],
        [ 5.5450],
        [ 5.5191],
        [ 4.7868],
        [ 6.1500],
        [ 4.8853],
        [ 6.1949],
        [ 3.4178],
        [ 4.7889],
        [ 5.8734],
        [ 3.2415],
        [ 6.2233],
        [ 6.0537],
        [ 3.5950],
        [ 6.6664],
        [ 5.5575],
        [ 5.6664],
        [ 4.3747],
        [ 5.2635],
        [ 1.5255],
        [ 1.3390],
        [ 4.9667],
        [ 6.3832],
        [ 3.3477],
        [ 5.4711],
        [ 6.2830],
        [ 4.1565],
        [ 5.5559],
        [ 4.3032],
        [ 4.0021],
        [ 6.7615],
        [ 6.2703],
        [ 1.8312],
        [ 6.5393],
        [ 5.4794],
        [ 5.8210],
        [ 4.9142],
        [ 5.2709],
        [ 3.4867],
        [ 4.9944],
        [ 6.6923],
        [ 4.8781],
        [ 4.4779],
        [ 5.5700],
        [ 1.7407],
        [ 5.6559],
        [ 5.1790],
        [ 4.3636],
        [ 3.8147],
        [ 6.3264],
        [ 5.6113],
        [-1.8732],
        [ 6.4458],
        [ 6.0271],
        [ 4.2601],
        [ 5.0892],
        [ 4.3180],
        [ 2.5826],
        [ 5.2631],
        [ 3.5226],
        [ 6.1162],
        [ 6.2579],
        [ 5.6953],
        [ 2.7780],
        [ 4.4752],
        [ 6.0907],
        [ 3.9653],
        [ 6.2324],
        [ 5.5717],
        [ 5.0139],
        [ 5.8732],
        [ 6.0918],
        [-0.6195],
        [ 4.3757],
        [ 5.6583],
        [ 5.1137],
        [ 3.1059],
        [ 5.0171],
        [ 4.3657],
        [ 3.1366],
        [ 5.6429],
        [ 4.7362],
        [ 5.6413],
        [ 5.0913],
        [ 1.3963],
        [ 3.8862],
        [ 5.1787],
        [ 4.8230],
        [ 5.7933],
        [ 5.5559],
        [ 3.1361],
        [ 6.2174],
        [ 5.0632],
        [ 6.5267],
        [ 3.2776],
        [ 6.2153],
        [ 5.1323],
        [ 5.3012],
        [-3.9640],
        [ 4.7935],
        [ 2.3491],
        [ 3.8322],
        [ 5.4722],
        [ 5.6533],
        [ 3.6444],
        [ 6.1518],
        [ 2.9722],
        [ 5.2365],
        [ 5.7374],
        [ 3.1089],
        [ 5.8537],
        [ 5.2536],
        [ 5.0839],
        [ 3.3731],
        [ 4.4125],
        [ 4.1353],
        [ 2.6577],
        [ 3.3660],
        [ 6.1278],
        [ 6.5766],
        [ 5.1598],
        [ 4.1240],
        [ 4.1337],
        [ 6.0451],
        [ 5.0584],
        [ 6.0362],
        [ 0.9271],
        [ 3.0024],
        [ 5.4561],
        [ 6.4048],
        [ 3.6893],
        [ 3.9763],
        [ 5.6985],
        [ 3.1417],
        [ 2.4275],
        [ 6.7054],
        [ 5.5933],
        [ 5.7927],
        [ 4.4936],
        [ 4.0994],
        [ 4.6559],
        [ 4.2949],
        [ 4.9794],
        [-2.5825],
        [ 5.5365],
        [ 6.0378],
        [ 1.5442],
        [ 5.1820],
        [ 6.4998],
        [ 4.6074],
        [ 5.7515],
        [ 6.3559],
        [ 6.5809],
        [ 5.0149],
        [ 1.0599],
        [ 4.8269],
        [ 5.8967],
        [ 4.8647],
        [ 3.7300],
        [ 3.9093],
        [ 4.6072],
        [ 6.3017],
        [ 3.8628],
        [ 6.1247],
        [ 2.9692],
        [ 6.4742],
        [ 4.3074],
        [ 5.0617],
        [ 4.8622],
        [ 5.1016],
        [ 2.6942],
        [ 6.1170],
        [ 6.0622],
        [ 3.1611],
        [ 2.3843],
        [ 6.4935]], device='cuda:0', grad_fn=<SumBackward1>)
-------------------------
episode: 0, actor_loss: 1.322847843170166, critic_losss: 2.58878755569458
tensor([[ 4.6019],
        [ 4.7073],
        [ 4.9241],
        [ 1.4470],
        [ 5.0190],
        [ 5.0777],
        [ 4.1742],
        [ 4.5370],
        [ 3.9556],
        [ 5.2596],
        [ 5.1676],
        [ 2.0723],
        [ 3.7560],
        [ 3.7807],
        [ 4.9748],
        [ 3.5889],
        [ 5.5037],
        [ 2.9706],
        [ 4.9653],
        [ 5.1694],
        [ 4.4424],
        [ 3.9295],
        [ 5.1818],
        [ 5.5127],
        [ 4.8904],
        [ 4.7145],
        [ 5.8078],
        [ 4.4287],
        [ 2.9438],
        [ 4.8262],
        [ 5.5416],
        [ 5.4320],
        [ 4.9179],
        [ 4.6615],
        [ 4.9748],
        [ 4.1959],
        [ 3.3564],
        [ 3.6939],
        [ 4.3639],
        [ 4.3523],
        [ 4.9469],
        [ 4.6568],
        [ 2.6086],
        [ 4.1636],
        [ 0.7199],
        [ 4.4533],
        [ 4.8090],
        [ 0.1528],
        [ 4.9970],
        [ 5.3075],
        [ 3.5171],
        [ 5.3156],
        [ 5.1847],
        [ 4.3368],
        [ 3.5168],
        [ 5.6225],
        [ 4.5500],
        [ 3.9972],
        [ 4.6189],
        [ 3.7803],
        [ 5.3677],
        [ 4.8820],
        [ 5.1552],
        [ 5.7935],
        [ 3.5677],
        [ 4.5579],
        [ 4.0082],
        [ 5.2744],
        [ 4.8892],
        [ 4.4183],
        [ 3.1004],
        [-3.5352],
        [ 4.9409],
        [ 3.5590],
        [ 4.7332],
        [ 4.2557],
        [ 5.4046],
        [ 4.2805],
        [-1.2626],
        [ 3.3052],
        [ 5.6725],
        [ 4.2110],
        [ 4.4782],
        [ 3.1851],
        [ 4.8075],
        [ 5.5495],
        [ 3.2344],
        [ 4.4947],
        [ 3.5052],
        [ 5.3221],
        [ 5.3177],
        [ 4.3830],
        [ 4.6176],
        [ 4.7587],
        [ 4.8139],
        [ 5.3600],
        [ 4.3068],
        [ 4.9555],
        [ 5.1387],
        [ 5.3207],
        [ 4.4476],
        [ 5.7108],
        [ 5.5189],
        [ 5.5339],
        [ 5.5862],
        [ 4.2388],
        [ 4.9427],
        [ 5.1216],
        [ 1.1028],
        [ 2.8492],
        [ 4.8700],
        [ 2.6225],
        [ 5.4126],
        [ 5.2471],
        [ 4.5893],
        [ 5.5078],
        [ 4.9133],
        [ 4.4054],
        [ 3.2376],
        [ 5.3056],
        [ 4.6956],
        [ 4.8998],
        [ 4.2609],
        [ 2.4915],
        [ 5.6472],
        [ 5.2872],
        [ 4.4846],
        [ 4.6653],
        [ 5.5904],
        [ 5.4338],
        [ 3.4388],
        [ 5.3097],
        [ 3.4428],
        [ 4.2682],
        [ 5.8961],
        [ 4.9937],
        [ 3.2870],
        [ 4.5410],
        [ 4.1386],
        [ 4.8011],
        [ 3.0769],
        [ 1.8774],
        [ 5.1375],
        [ 2.4510],
        [ 3.0706],
        [ 5.1767],
        [ 4.6255],
        [ 5.4010],
        [ 5.3361],
        [ 3.1641],
        [ 2.8314],
        [ 5.4212],
        [ 5.0658],
        [ 4.9895],
        [ 2.7079],
        [ 4.6112],
        [ 4.3922],
        [ 5.6061],
        [ 4.7580],
        [ 4.6956],
        [ 4.1357],
        [ 5.0436],
        [ 3.6199],
        [ 4.8481],
        [ 5.0639],
        [ 5.5558],
        [ 5.2631],
        [ 5.8787],
        [ 2.9737],
        [ 4.7585],
        [ 4.2365],
        [ 3.9178],
        [ 5.3086],
        [ 3.9531],
        [ 4.4505],
        [ 4.3027],
        [ 3.4033],
        [ 3.2315],
        [ 3.7822],
        [ 5.7396],
        [ 5.2217],
        [ 4.1312],
        [ 4.2502],
        [ 4.3859],
        [ 4.2729],
        [ 5.5600],
        [ 4.1330],
        [ 5.6012],
        [ 5.1321],
        [ 3.9078],
        [ 5.3791],
        [ 3.2113],
        [ 4.9341],
        [ 2.6194],
        [ 4.4734],
        [ 4.2268],
        [ 3.7400],
        [ 5.3132],
        [ 5.4245],
        [ 3.1193],
        [ 2.4480],
        [ 4.7716],
        [ 5.2290],
        [ 4.6961],
        [ 2.5353],
        [ 5.2826],
        [ 5.6256],
        [ 5.4754],
        [ 4.7128],
        [ 4.3304],
        [ 4.2763],
        [ 5.8499],
        [ 3.7232],
        [ 5.0253],
        [ 3.6188],
        [ 5.1716],
        [ 4.6120],
        [ 5.7348],
        [ 2.2797],
        [ 5.1370],
        [ 4.9032],
        [ 4.8258],
        [ 5.0454],
        [ 4.5453],
        [ 5.2133],
        [ 4.9503],
        [ 5.3817],
        [ 4.4573],
        [ 5.3711],
        [ 4.1213],
        [ 3.4767],
        [ 5.6610],
        [ 4.3660],
        [ 5.0457],
        [ 3.4615],
        [ 3.9310],
        [ 5.6488],
        [ 4.6527],
        [ 4.0950],
        [ 5.0341],
        [ 3.6284],
        [ 5.7024],
        [ 5.5712],
        [ 0.3958],
        [ 5.7762],
        [ 5.1403],
        [ 5.0981],
        [ 5.1897],
        [ 5.7079],
        [ 5.6791],
        [ 2.2213],
        [ 3.8015],
        [ 4.9654],
        [ 5.4990],
        [ 5.4654],
        [ 2.5523]], device='cuda:0', grad_fn=<SumBackward1>)
-------------------------
episode: 0, actor_loss: 0.78965163230896, critic_losss: 3.1449410915374756
tensor([[ 3.7826],
        [ 4.0844],
        [ 2.9735],
        [ 4.8674],
        [ 5.4665],
        [ 3.9006],
        [ 4.0500],
        [ 2.3221],
        [ 4.1575],
        [ 1.9697],
        [ 4.8708],
        [ 5.4189],
        [ 4.2485],
        [ 4.5560],
        [ 4.8703],
        [ 4.1584],
        [ 5.4139],
        [ 5.3294],
        [ 4.8838],
        [ 5.1677],
        [ 4.7204],
        [ 5.3254],
        [ 4.7384],
        [ 4.3835],
        [ 4.5049],
        [ 4.4177],
        [ 5.2663],
        [ 3.3895],
        [ 3.0996],
        [ 4.4820],
        [ 5.4500],
        [ 3.9608],
        [ 5.0304],
        [ 4.4642],
        [ 4.6754],
        [ 5.0334],
        [ 3.8288],
        [ 5.0458],
        [ 5.4975],
        [ 5.2213],
        [ 4.1809],
        [ 4.7783],
        [ 4.4989],
        [ 5.0065],
        [ 4.2748],
        [ 4.5226],
        [ 5.0276],
        [ 3.7456],
        [ 4.7555],
        [ 4.6930],
        [ 4.5643],
        [ 4.2577],
        [ 4.2604],
        [ 5.2632],
        [ 3.4161],
        [ 5.4825],
        [ 5.3530],
        [ 4.2587],
        [ 4.8401],
        [ 1.2350],
        [ 3.8881],
        [ 4.8399],
        [ 3.7873],
        [ 4.6034],
        [ 3.0250],
        [ 5.2482],
        [ 2.1531],
        [ 4.1550],
        [ 4.6774],
        [ 5.0513],
        [ 4.1147],
        [ 4.9522],
